Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_type,owner_type,size,subscribers_count,watchers_count,languages,full_name,distros_present
keyboard_handler,ros-tooling,Cross-platform lightweight keyboard handling library with ROS integration,https://github.com/ros-tooling/keyboard_handler,139,13,7,0,,Apache-2.0,True,True,False,False,False,True,good first issue,14,75,2021-05-28T19:38:19Z,1,2,0,docs,Organization,139,11,13,C++;CMake,ros-tooling/keyboard_handler,humble|jazzy|kilted
kinematics_interface_pinocchio,justagist,A Pinocchio-based ROS2 Kinematics Interface implementation. This plugin can be used instead of the default KDL implementation shipped with default ROS installations.,https://github.com/justagist/kinematics_interface_pinocchio,28,19,6,2,inverse-kinematics;kinematics;kinematics-interface;pinocchio;ros2;ros2-control;ros2-humble,Apache-2.0,True,False,False,False,False,True,good first issue,3,10,2024-08-05T11:11:05Z,9,856,0,config,User,28,2,19,C++;CMake,justagist/kinematics_interface_pinocchio,humble
kobuki_core,kobuki-base,C++ drivers and utilities for the kobuki base,https://github.com/kobuki-base/kobuki_core,44825,20,15,8,c-plus-plus;kobuki;robotics,Other,True,False,False,False,False,False,,14,1391,2012-02-02T05:29:49Z,1,0,0,code,Organization,44825,5,20,C++;CMake,kobuki-base/kobuki_core,humble|jazzy|kilted
kobuki_ros,kobuki-base,"ROS2 runtime libraries, nodes and launchers for the Kobuki",https://github.com/kobuki-base/kobuki_ros,7690,84,42,12,,,True,False,False,False,False,False,,22,1413,2012-02-02T05:29:49Z,1,0,0,code,Organization,7690,5,84,C++;Python;CMake;Shell,kobuki-base/kobuki_ros,humble
kobuki_ros_interfaces,kobuki-base,ROS 2 interfaces for kobuki,https://github.com/kobuki-base/kobuki_ros_interfaces,157,8,6,1,kobuki;robotics;ros2,,True,False,False,False,False,False,,6,71,2012-11-14T07:21:35Z,1,2,0,docs,Organization,157,1,8,CMake,kobuki-base/kobuki_ros_interfaces,humble|jazzy|kilted
kobuki_velocity_smoother,kobuki-base,Velocity smoother for ROS 2 robots,https://github.com/kobuki-base/kobuki_velocity_smoother,100,23,12,3,c-plus-plus;robotics;ros2,Other,True,False,False,False,False,False,,2,30,2020-01-17T01:42:44Z,17,1097,0,docs,Organization,100,4,23,C++;Python;CMake,kobuki-base/kobuki_velocity_smoother,humble|jazzy|kilted
laser_filters,ros-perception,"Assorted filters designed to operate on 2D planar laser scanners, which use the sensor_msgs/LaserScan type.",https://github.com/ros-perception/laser_filters,616,214,218,38,,BSD-3-Clause,False,False,False,False,False,False,,49,392,2009-09-01T08:18:14Z,28,1339,0,docs,Organization,616,11,214,C++;Python;CMake,ros-perception/laser_filters,humble|jazzy|kilted
laser_geometry,ros-perception,Provides the LaserProjection class for turning laser scan data into point clouds.,https://github.com/ros-perception/laser_geometry,225,161,117,6,,BSD-3-Clause,False,True,False,False,False,False,,37,199,2009-09-01T08:18:14Z,9,1309,0,docs,Organization,225,15,161,C++;Python;CMake,ros-perception/laser_geometry,humble|jazzy|kilted
laser_proc,ros-perception,Converts representations of sensor_msgs/LaserScan and sensor_msgs/MultiEchoLaserScan,https://github.com/ros-perception/laser_proc,43,8,18,0,,,True,False,False,False,False,False,,5,24,2013-03-03T23:54:05Z,1,4,0,docs,Organization,43,12,8,C++;CMake,ros-perception/laser_proc,humble|jazzy|kilted
laser_segmentation,ajtudela,"Implementation of differents algorithms for segmentation of laserscans, splitting them into subsets of beams, with a ROS2 interface. ",https://github.com/ajtudela/laser_segmentation,154,39,5,1,laser;ros;ros2;segmentation,Apache-2.0,True,False,False,False,False,True,good first issue,2,62,2022-11-15T11:29:59Z,12,1478,0,docs,User,154,3,39,C++;CMake;Python,ajtudela/laser_segmentation,humble|jazzy|kilted
launch_frontend_py,ros-tooling,Python frontend for ROS 2 launchfiles - a la YAML/XML,https://github.com/ros-tooling/launch_frontend_py,35,14,0,3,,Apache-2.0,True,True,False,False,False,True,good first issue,1,15,2025-05-13T17:25:30Z,1,201,0,code,Organization,35,2,14,Python;CMake,ros-tooling/launch_frontend_py,humble|jazzy|kilted
launch_pal,pal-robotics,,https://github.com/pal-robotics/launch_pal,359,3,4,3,,Apache-2.0,True,True,False,False,False,True,good first issue,16,355,2021-02-15T13:30:31Z,10,182,0,docs,Organization,359,4,3,Python;Jinja,pal-robotics/launch_pal,humble
launch_param_builder,PickNikRobotics,Python library for loading parameters in launch files,https://github.com/PickNikRobotics/launch_param_builder,40,12,10,8,,BSD-3-Clause,True,True,False,False,False,True,good first issue,4,13,2022-01-20T23:38:17Z,20,749,0,config,Organization,40,2,12,Python,PickNikRobotics/launch_param_builder,humble|jazzy|kilted
ld08_driver,ROBOTIS-GIT,ROS package for TurtleBot3 LD08 Lidar,https://github.com/ROBOTIS-GIT/ld08_driver,95,11,29,0,,Apache-2.0,True,True,False,False,False,False,,4,44,2022-02-04T08:08:07Z,16,1691,0,config,Organization,95,3,11,C++;CMake;Python,ROBOTIS-GIT/ld08_driver,humble|jazzy|kilted
lgsvl_msgs,lgsvl,2D & 3D ground truth ROS Messages for SVL Simulator,https://github.com/lgsvl/lgsvl_msgs,29,9,22,0,apollo;autonomous;autoware;baidu;lgsvl;ros;ros-indigo;ros-kinetic;ros-melodic;ros-messages;ros2;simulator;vehicle,BSD-3-Clause,True,False,False,False,False,True,good first issue,5,27,2018-12-18T23:13:55Z,1,20,0,docs,Organization,29,10,9,CMake,lgsvl/lgsvl_msgs,humble|jazzy|kilted
libaditof,analogdevicesinc,The ADI Time of Flight C++ library for CMOS 3D cameras,https://github.com/analogdevicesinc/libaditof,149093,4,8,2,,MIT,True,False,False,False,False,True,good first issue,31,2398,2021-01-15T15:25:58Z,300,95691,0,config,Organization,149093,3,4,C++;C;CMake;Shell;Python;PowerShell;Dockerfile,analogdevicesinc/libaditof,humble|jazzy
libcaer_driver,ros-event-camera,ROS driver for event based sensors using libcaer,https://github.com/ros-event-camera/libcaer_driver,196,8,5,2,,Apache-2.0,True,True,False,False,False,True,good first issue,3,53,2023-11-08T16:09:31Z,20,1251,0,config,Organization,196,2,8,C++;Python;CMake,ros-event-camera/libcaer_driver,humble|jazzy|kilted
libcaer_vendor,ros-event-camera,wrapper package for libcaer,https://github.com/ros-event-camera/libcaer_vendor,10,0,1,0,,Apache-2.0,True,False,False,False,False,True,good first issue,1,2,2024-05-08T17:18:28Z,7,326,0,config,Organization,10,2,0,CMake,ros-event-camera/libcaer_vendor,humble|jazzy|kilted
libcreate,AutonomyLab,C++ library for interfacing with the iRobot Create 1 and 2.,https://github.com/AutonomyLab/libcreate,164,49,82,8,hacktoberfest,BSD-3-Clause,True,False,False,False,False,True,good first issue,13,131,2015-12-11T22:08:34Z,14,1919,0,docs,Organization,164,8,49,C++;CMake,AutonomyLab/libcreate,humble
libfranka,frankaemika,C++ client library to control Franka robots in real-time ,https://github.com/frankarobotics/libfranka,19190,376,223,21,,Apache-2.0,True,False,False,False,False,True,good first issue,24,1722,2017-01-18T14:19:06Z,13,2795,0,ci,Organization,19190,19,376,C++;Python;CMake;Shell;Dockerfile;C;Makefile,frankarobotics/libfranka,humble
libnabo,ethz-asl,A fast K Nearest Neighbor library for low-dimensional spaces,https://github.com/norlab-ulaval/libnabo,1902,481,151,37,,BSD-3-Clause,True,False,False,True,False,False,,25,386,2010-09-20T08:01:32Z,2,357,0,docs,Organization,1902,36,481,C++;Shell;CMake;C;Python,norlab-ulaval/libnabo,humble|jazzy|kilted
libpointmatcher,norlab-ulaval,An Iterative Closest Point (ICP) library for 2D and 3D mapping in Robotics,https://github.com/norlab-ulaval/libpointmatcher,21981,1783,565,99,libnabo;libpointmatcher;lidar;point-clouds;robotics;ros;ubuntu,BSD-3-Clause,True,False,False,True,False,False,,63,1985,,0,0,0,,,21981,77,1783,C++;Jupyter Notebook;Shell;CMake;Python,norlab-ulaval/libpointmatcher,humble|jazzy|kilted
librealsense,IntelRealSense,RealSense SDK,https://github.com/realsenseai/librealsense,278291,8524,4971,446,camera-api;computer-vision;developer-kits;hardware;library;librealsense;sdk,Apache-2.0,True,True,True,True,False,False,,303,21139,,0,0,0,,,278291,275,8524,C++;C;Python;C#;Java;CMake;Shell;MATLAB;Cuda;ShaderLab;PowerShell;Dockerfile,realsenseai/librealsense,humble|jazzy|kilted
libstatistics_collector,ros-tooling,ROS 2 library providing classes to collect measurements and calculate statistics across them.,https://github.com/ros-tooling/libstatistics_collector,295,38,23,4,,Apache-2.0,True,True,False,False,False,True,good first issue,22,176,,0,0,0,,,295,11,38,C++;CMake,ros-tooling/libstatistics_collector,humble|jazzy|kilted
libyaml_vendor,ros2,CMake wrapper downloading and building libyaml,https://github.com/ros2/libyaml_vendor,77,3,17,0,,Apache-2.0,True,True,False,False,False,True,good first issue,22,73,,0,0,0,,,77,18,3,C++;CMake,ros2/libyaml_vendor,humble|jazzy|kilted
lidar_situational_graphs,snt-arg,Repository to generate in real-time Situational Graphs (S-Graphs) for robot pose and map optimization using 3D LiDAR Data,https://github.com/snt-arg/lidar_situational_graphs,103801,305,34,0,,GPL-3.0,True,False,False,False,False,True,good first issue,19,1352,,0,0,0,,,103801,9,305,C++;Python;CMake;Dockerfile;Shell,snt-arg/lidar_situational_graphs,humble
LMS1xx,clearpathrobotics,Driver for SICK LMS1xx. Based on https://github.com/RCPRG-ros-pkg/RCPRG_laser_drivers,https://github.com/clearpathrobotics/LMS1xx,282,58,99,23,,,True,False,False,False,False,False,,16,111,,0,0,0,,,282,49,58,C++;Python;C;CMake,clearpathrobotics/LMS1xx,humble|jazzy
log_view,hatchbed,log_view provides a ncurses based terminal GUI for viewing and filtering published ROS log messages.,https://github.com/hatchbed/log_view,52,61,8,6,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,20,,0,0,0,,,52,4,61,C++;CMake,hatchbed/log_view,humble|jazzy|kilted
lsc_ros2_driver,AutonicsLiDAR,ROS2 Driver for LSC Series,https://github.com/AutonicsLiDAR/lsc_ros2_driver,1529,3,2,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,12,,0,0,0,,,1529,0,3,C++;Python;CMake,AutonicsLiDAR/lsc_ros2_driver,humble
lvr2,uos,Las Vegas Reconstruction 2.0,https://github.com/uos/lvr2,182532,151,21,3,large-scale;point-cloud;reconstruction;surfaces;triangle-mesh,BSD-3-Clause,True,False,False,False,False,True,good first issue,58,8500,,0,0,0,,,182532,13,151,C++;CMake;Cuda;C;Shell;Python;Makefile;Nix,uos/lvr2,humble|jazzy
magic_enum,Neargye,"Static reflection for enums (to string, from string, iteration) for modern C++, work with any enum type without any macro or boilerplate code",https://github.com/Neargye/magic_enum,788,5940,534,20,c-plus-plus;c-plus-plus-17;cplusplus;cplusplus-17;cpp;cpp17;enum;enum-to-string;header-only;metaprogramming;no-dependencies;reflection;serialization;single-file;string-to-enum,MIT,True,False,False,False,False,True,good first issue,74,611,,0,0,0,,,788,68,5940,C++;CMake;Dockerfile;Meson;Starlark;Shell,Neargye/magic_enum,humble|jazzy|kilted
navigation_msgs,ros-planning,Message packages required by the navigation stack,https://github.com/ros-planning/navigation_msgs,54,45,52,4,,,True,False,False,False,False,False,,16,60,,0,0,0,,,54,19,45,CMake,ros-planning/navigation_msgs,humble|jazzy|kilted
marker_msgs,tuw-robotics,ROS message to discribe detected marker and the sensor,https://github.com/tuw-robotics/marker_msgs,25,2,8,0,,BSD-2-Clause,True,False,False,False,False,False,,2,36,,0,0,0,,,25,6,2,CMake,tuw-robotics/marker_msgs,humble|jazzy|kilted
marvelmind_ros2_upstream,MarvelmindRobotics,Marvelmind ROS2 package upstream repository,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream,45,0,2,0,,BSD-2-Clause,True,False,False,False,False,True,good first issue,2,10,,0,0,0,,,45,0,0,C;C++;Python;CMake;Shell;Batchfile,MarvelmindRobotics/marvelmind_ros2_upstream,humble
marvelmind_ros2_msgs_release,MarvelmindRobotics,Marvelmind ROS2 messages,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release,23,0,1,0,,,True,False,False,False,False,True,good first issue,1,1,,0,0,0,,,23,0,0,,MarvelmindRobotics/marvelmind_ros2_msgs_release,humble
mavlink-gbp-release,ros2-gbp,,https://github.com/ros2-gbp/mavlink-gbp-release,11383,1,5,0,,,True,False,False,False,False,True,good first issue,12,1294,,0,0,0,,,11383,2,1,CMake;C,ros2-gbp/mavlink-gbp-release,humble
menge_vendor,open-rmf,Modified menge lib for colcon build,https://github.com/open-rmf/menge_vendor,1339,3,5,1,,Apache-2.0,True,False,False,False,False,True,good first issue,5,17,,0,0,0,,,1339,15,3,C++;C;Objective-C;CMake,open-rmf/menge_vendor,humble|jazzy|kilted
message_filters,ros2,,https://github.com/ros2/message_filters,725,106,88,22,,BSD-3-Clause,True,True,False,False,False,True,good first issue,65,464,,0,0,0,,,725,21,106,C++;Python;CMake,ros2/message_filters,humble|jazzy|kilted
message_tf_frame_transformer,ika-rwth-aachen,ROS Node to transform messages of arbitrary type to a different frame using tf2::doTransform,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,65,19,6,1,ros;ros2,MIT,True,False,False,False,False,True,good first issue,3,70,,0,0,0,,,65,2,19,C++;CMake,ika-rwth-aachen/message_tf_frame_transformer,humble|jazzy|kilted
metavision_driver,ros-event-camera,driver for event based cameras using the MetaVision SDK (Prophesee and CenturyArk),https://github.com/ros-event-camera/metavision_driver,2343,59,16,3,,Apache-2.0,True,True,False,False,False,True,good first issue,5,199,,0,0,0,,,2343,5,59,C++;Python;CMake,ros-event-camera/metavision_driver,humble|jazzy|kilted
micro_ros_msgs,micro-ROS,"Collection of ROS 2 message definitions used throughout the implementation of micro-ROS, both in the agent and client endpoints.",https://github.com/micro-ROS/micro_ros_msgs,42,13,23,2,,Apache-2.0,True,True,False,False,True,True,good first issue,5,17,,0,0,0,,,42,3,13,CMake,micro-ROS/micro_ros_msgs,humble|jazzy|kilted
mimick_vendor,ros2,,https://github.com/ros2/mimick_vendor,53,2,18,2,,Apache-2.0,True,True,False,False,False,True,good first issue,15,73,,0,0,0,,,53,16,2,CMake,ros2/mimick_vendor,humble|jazzy|kilted
mir_robot,DFKI-NI,ROS support for the MiR Robots. This is a community project to use the MiR Robots with ROS. It is not affiliated with Mobile Industrial Robots.,https://github.com/DFKI-NI/mir_robot,3261,263,173,11,,BSD-3-Clause,True,False,False,False,False,True,good first issue,8,310,,0,0,0,,,3261,16,263,Python;C++;MATLAB;CMake,DFKI-NI/mir_robot,humble|jazzy|kilted
mocap4r2_msgs,MOCAP4ROS2-Project,,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs,38,6,16,0,,Apache-2.0,True,False,False,False,False,True,good first issue,4,54,,0,0,0,,,38,1,6,CMake,MOCAP4ROS2-Project/mocap4r2_msgs,humble|jazzy|kilted
mocap_optitrack,ros-drivers,ROS nodes for working with the NaturalPoint Optitrack motion capture setup,https://github.com/ros-drivers/mocap_optitrack,193,110,149,14,,,False,False,False,False,False,True,good first issue,11,82,,0,0,0,,,193,15,110,C++;Python;CMake,ros-drivers/mocap_optitrack,humble|jazzy
mod,OrebroUniversity,Maps of Dynamics repository,https://github.com/OrebroUniversity/mod,79,0,0,0,,LGPL-3.0,False,False,False,False,False,True,good first issue,1,53,,0,0,0,,,79,8,0,C++;CMake,OrebroUniversity/mod,humble
mola_common,MOLAorg,Common CMake scripts to all MOLA modules,https://github.com/MOLAorg/mola_common,122,0,4,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,1,94,,0,0,0,,,122,1,0,CMake,MOLAorg/mola_common,humble|jazzy|kilted
mola_gnss_to_markers,MOLAorg,"Takes GNSS (GPS) readings, a MOLA georeferenced map, and publishes markers to visualize the datums as ellipsoids on the map",https://github.com/MOLAorg/mola_gnss_to_markers,63,3,3,0,gnns;gps;mobile-robotics;robotics;ros;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,24,,0,0,0,,,63,2,3,Python;C++;CMake;Shell,MOLAorg/mola_gnss_to_markers,humble|jazzy|kilted
mola_imu_preintegration,MOLAorg,Helper C++ classes to quickly preintegrate IMU measurements between SLAM keyframes,https://github.com/MOLAorg/mola_imu_preintegration,191,16,2,0,,GPL-3.0,True,False,False,False,False,True,good first issue,1,120,,0,0,0,,,191,3,16,C++;Python;CMake;Shell,MOLAorg/mola_imu_preintegration,humble|jazzy|kilted
mola_lidar_odometry,MOLAorg,MOLA LiDAR odometry and localization,https://github.com/MOLAorg/mola_lidar_odometry,2446,100,16,3,cpp;lidar;lidar-point-cloud;localization;mapping;mobile-robotics;robotics;ros;ros2;slam,GPL-3.0,True,False,False,False,False,True,good first issue,2,653,,0,0,0,,,2446,3,100,C++;Python;C;Shell;CMake,MOLAorg/mola_lidar_odometry,humble|jazzy|kilted
mola_mapper_2d,MOLAorg,2D SLAM system for the MOLA framework,https://github.com/MOLAorg/mola_mapper_2d,93,4,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,1,6,2026-01-23T07:13:09Z,28,4581,0,ci,Organization,93,0,4,C++;CMake;Shell,MOLAorg/mola_mapper_2d,humble
mola_sm_loop_closure,MOLAorg,Offline tool for loop-closure on simple-maps,https://github.com/MOLAorg/mola_sm_loop_closure,364,2,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,1,117,,0,0,0,,,364,1,2,C++;CMake;Shell,MOLAorg/mola_sm_loop_closure,humble
mola_test_datasets,MOLAorg,Small SLAM dataset extracts used for demos or unit tests from the main MOLA repository,https://github.com/MOLAorg/mola_test_datasets,177355,0,3,0,datasets;point-cloud;robotics;ros2;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,41,,0,0,0,,,177355,1,0,HTML;CMake;Shell,MOLAorg/mola_test_datasets,humble|jazzy|kilted
move_base_flex,naturerobots,Move Base Flex: A Highly Flexible Navigation Framework,https://github.com/naturerobots/move_base_flex,2988,522,179,33,,BSD-3-Clause,True,False,False,False,False,False,,25,735,,0,0,0,,,2988,23,522,C++;CMake;Python,naturerobots/move_base_flex,humble|jazzy
moveit_msgs,ros-planning,ROS messages used by MoveIt,https://github.com/moveit/moveit_msgs,294,57,143,18,,BSD-3-Clause,True,True,False,False,False,True,good first issue,31,279,,0,0,0,,,294,24,57,CMake,moveit/moveit_msgs,humble|jazzy|kilted
moveit_visual_tools,ros-planning,Helper functions for displaying and debugging MoveIt! data in Rviz via published markers,https://github.com/moveit/moveit_visual_tools,2287,169,114,14,,BSD-3-Clause,True,True,False,False,False,False,,25,394,,0,0,0,,,2287,21,169,C++;Python;CMake,moveit/moveit_visual_tools,humble|jazzy|kilted
mp2p_icp,MOLAorg,Multi primitive-to-primitive (MP2P) ICP algorithms in C++,https://github.com/MOLAorg/mp2p_icp,3422,189,28,0,icp;point-clouds;registration;slam,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,997,,0,0,0,,,3422,14,189,C++;CMake;C;MATLAB;Python;Shell,MOLAorg/mp2p_icp,humble|jazzy|kilted
mrpt_msgs,mrpt-ros-pkg,ROS messages for MRPT classes and objects,https://github.com/mrpt-ros-pkg/mrpt_msgs,128,6,3,0,mobile-robotics;mrpt;robotics;ros;ros2,BSD-3-Clause,True,True,False,False,False,True,good first issue,9,147,,0,0,0,,,128,2,6,CMake;Shell,mrpt-ros-pkg/mrpt_msgs,humble|jazzy|kilted
mrpt_path_planning,MRPT,Non-holonomic path planning algorithms for 2D robots/vehicles based on mrpt-nav,https://github.com/MRPT/mrpt_path_planning,1119,17,4,5,mrpt;navigation;path-planning;robotics;selfdriving;simulation,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,300,,0,0,0,,,1119,3,17,C++;CMake;MATLAB;C,MRPT/mrpt_path_planning,humble|jazzy|kilted
mrt_cmake_modules,KIT-MRT,Automated catkin project handling framework,https://github.com/KIT-MRT/mrt_cmake_modules,1775,43,27,7,,BSD-3-Clause,True,False,False,False,False,False,,18,1090,,0,0,0,,,1775,4,43,CMake;Python,KIT-MRT/mrt_cmake_modules,humble|jazzy|kilted
mujoco_vendor,pal-robotics,ROS 2 vendor package for MuJoCo simulator,https://github.com/pal-robotics/mujoco_vendor,19,10,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,2,36,,0,0,0,,,19,2,10,CMake,pal-robotics/mujoco_vendor,humble|jazzy|kilted
multiple_topic_monitor,yukkysaito,,https://github.com/yukkysaito/multiple_topic_monitor,30,7,0,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,14,,0,0,0,,,30,1,7,Python,yukkysaito/multiple_topic_monitor,humble
mvsim,MRPT,Vehicle and mobile robotics simulator. C++ & Python API. Use it as a standalone application or via ROS 1 or ROS 2,https://github.com/MRPT/mvsim,10879,360,54,4,gazebo;mrpt;robotics;robots;ros;ros-node;ros2;sensors;simulation;vehicle-dynamics,BSD-3-Clause,True,False,False,False,False,False,,9,1336,,0,0,0,,,10879,9,360,C++;Python;CMake;Shell;C,MRPT/mvsim,humble|jazzy|kilted
myactuator_rmd,2b-t,"C++ and Python SDK for controlling actuators of the MyActuator RMD-X series over CAN, written in C++ with Python bindings",https://github.com/2b-t/myactuator_rmd,300,50,32,7,actuator;can;canbus;cpp;driver;linux;mit-cheetah;myactuator;pybind11;python;python-bindings;python3;rmd;rmd-x8;robotics;ros;ros2;sdk;socketcan;x8,MIT,True,False,False,False,False,True,good first issue,2,141,2023-05-20T20:55:31Z,2,31,0,docs,User,300,3,50,C++;CMake;Python,2b-t/myactuator_rmd,humble
namoros,Chroma-CITI,A ROS2 Package for Multi-Robot Navigation Among Movable Obstacles,https://github.com/Chroma-CITI/namoros,20196,6,0,0,,MIT,True,False,False,False,False,True,good first issue,2,82,2025-05-06T13:57:35Z,1,0,0,docs,Organization,20196,1,6,Python;C++;Shell;TeX;CMake;Dockerfile,Chroma-CITI/namoros,humble
namosim,Chroma-CITI,A mobile-robot navigation planner for navigating among movable obstacles,https://github.com/Chroma-CITI/namosim,37846,13,2,0,,MIT,True,False,False,False,False,True,good first issue,2,1342,2019-04-18T13:59:23Z,1,3,0,docs,Organization,37846,1,13,Python;Shell;TeX;Dockerfile,Chroma-CITI/namosim,humble
nanoeigenpy,Simple-Robotics,"A support library for bindings between Eigen in C++ and Python, based on nanobind",https://github.com/Simple-Robotics/nanoeigenpy,740,19,6,11,,BSD-3-Clause,True,False,False,False,False,False,,7,329,2024-12-19T10:28:08Z,2,4,0,code,Organization,740,6,19,C++;Python;CMake;Nix;Shell;Batchfile,Simple-Robotics/nanoeigenpy,humble|jazzy|kilted
nao_button_sim,ijnek,,https://github.com/ijnek/nao_button_sim,43,1,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,2,43,2022-02-04T06:09:47Z,6,312,0,config,User,43,1,1,Python,ijnek/nao_button_sim,humble|jazzy|kilted
nao_meshes2,ros-naoqi,NAO robot meshes,https://github.com/ros-naoqi/nao_meshes2,24,2,1,2,,Other,True,False,False,False,False,True,good first issue,3,18,2022-09-15T01:11:14Z,1,2,0,docs,Organization,24,7,2,Shell;CMake,ros-naoqi/nao_meshes2,humble
naoqi_bridge_msgs2,ros-naoqi,"Commonly used message and services inside ros-naoqi, for ROS2",https://github.com/ros-naoqi/naoqi_bridge_msgs2,22,2,2,1,,Apache-2.0,True,False,False,False,False,True,good first issue,2,16,2022-09-09T02:04:46Z,1,2,0,docs,Organization,22,7,2,CMake,ros-naoqi/naoqi_bridge_msgs2,humble
naoqi_driver2,ros-naoqi,ROS2 driver for NAO and Pepper robots,https://github.com/ros-naoqi/naoqi_driver2,1271,17,16,11,,Apache-2.0,True,False,False,False,False,True,good first issue,20,962,2015-01-13T15:34:01Z,5,101,0,docs,Organization,1271,5,17,C++;Python;CMake;Shell;Dockerfile;Promela,ros-naoqi/naoqi_driver2,humble
libqi,ros-naoqi,"naoqi_libqi ROS package, fork of the libqi repository",https://github.com/ros-naoqi/libqi,13107,2,4,0,,,True,False,False,False,False,True,good first issue,19,7366,2009-10-13T21:41:34Z,0,0,0,code,Organization,13107,0,2,C++;CMake;Lua;Python;Shell;C;EmberScript,ros-naoqi/libqi,humble|jazzy
libqicore,ros-naoqi,"naoqi_libqicore ROS package, fork of the libqicore repository",https://github.com/ros-naoqi/libqicore,21285,2,3,0,,,True,False,False,False,False,True,good first issue,9,512,2012-09-25T14:52:57Z,1,1,0,code,Organization,21285,0,2,Python;C++;CMake,ros-naoqi/libqicore,humble
ndt_omp,koide3,Multi-threaded and SSE friendly NDT algorithm,https://github.com/koide3/ndt_omp,1721,826,365,32,matching;multithreading;ndt;ndt-algorithm;pcl;point-cloud;registration;ros;scan-matching,BSD-2-Clause,True,False,False,False,False,True,good first issue,14,63,2017-10-31T08:35:56Z,11,3482,0,docs,User,1721,19,826,C++;Dockerfile;CMake,koide3/ndt_omp,humble
nebula,tier4,"A universal LiDAR and radar driver for ROS 2, supporting Hesai, Velodyne, Robosense and Continental sensors.",https://github.com/tier4/nebula,48630,99,83,38,ars548;autoware;continental;hesai;lidar;radar;robosense;ros2;velodyne,Apache-2.0,True,False,False,True,False,True,good first issue,37,290,2021-12-17T05:21:19Z,8,432,0,docs,Organization,48630,32,99,C++;Python;CMake;Shell,tier4/nebula,humble
neo_nav2_bringup,neobotix,Common nav2 bringup package for all the neobotix robots,https://github.com/neobotix/neo_nav2_bringup,67,6,8,9,,Apache-2.0,True,False,False,False,False,True,good first issue,2,30,2021-10-19T14:48:18Z,1,2,0,docs,Organization,67,2,6,Python;CMake,neobotix/neo_nav2_bringup,humble|jazzy|kilted
nerian_stereo_ros2,nerian-vision,"ROS 2 driver node for Scarlet, SceneScan and SP1 stereo vision sensors by Nerian Vision GmbH",https://github.com/nerian-vision/nerian_stereo_ros2,5681,2,2,0,,Other,True,False,False,False,False,True,good first issue,1,55,2021-03-31T10:41:19Z,5,1279,0,docs,User,5681,0,2,C++;CMake;Python,nerian-vision/nerian_stereo_ros2,humble
network_bridge,brow1633,"C++ package for bridging ROS2 over UDP, TCP, or a custom implemented network interface",https://github.com/brow1633/network_bridge,133,42,5,3,ros2;ros2-bridge;ros2-foxy;ros2-galactic;ros2-humble;ros2-iron;ros2-jazzy;ros2-rolling;tcp;udp,MIT,True,False,False,False,False,True,good first issue,2,79,2024-05-31T03:28:47Z,2,53,0,docs,User,133,1,42,C++;Python;CMake,brow1633/network_bridge,humble|jazzy|kilted
network_interface,astuff,A platform-agnostic network interface for TCP and UDP communications. Intended for use with ROS nodes.,https://github.com/astuff/network_interface,124,11,12,3,ros;tcp-communication;udp-communication,MIT,True,False,False,False,False,True,good first issue,10,124,2017-01-06T19:04:18Z,6,328,0,docs,Organization,124,4,11,C++;CMake,astuff/network_interface,humble
nicla_vision_ros2,ADVRHumanoids,ROS2 interface for the Arduino Nicla Vision board,https://github.com/ADVRHumanoids/nicla_vision_ros2,1341,10,2,0,arduino;gazebo;micropython;nicla-vision;ros2;sensors-data-collection,Apache-2.0,True,True,False,False,False,True,good first issue,2,52,2024-05-30T16:39:06Z,2,203,0,docs,Organization,1341,2,10,Python;CMake,ADVRHumanoids/nicla_vision_ros2,humble|jazzy
nlohmann_json_schema_validator_vendor,open-rmf,A vendoring package for https://github.com/pboettch/json-schema-validator,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,50,0,3,2,,,True,False,False,False,False,True,good first issue,5,25,2021-10-07T07:07:32Z,3,211,0,docs,Organization,50,9,0,CMake,open-rmf/nlohmann_json_schema_validator_vendor,humble|jazzy|kilted
